"NOM du produit";GENCOD;"Code Article Arcadia";PCB;"Listes des ingrédients";"Listes des allergènes";"Origines matières premières";DLC;"Code Douane";"Conseils de réchauffage";"Energie (kcal)";"Energie (kJ)";"Matières grasses (g)";"Acides gras saturés (g)";"Glucides (g)";"Sucres (g)";"Protéines (g)";"Sel (g)"
"PLATEAUX ASIATIQUES AUC.FR 1X1240G";3254566584529;79977;1;"Eau, sucres, vinaigre d\'alcool, ananas, poivron rouge, amidon modifié de maïs, huile de tournesol, sel, acidifiant : acide citrique, épices : curry (dont moutarde), gingembre, stabilisants : gomme de guar, gomme xanthane";"Crustacé - Oeuf - Gluten - Poisson - Sulfites - Soja - Moutarde
Traces possibles de lait, mollusque, céleri, sésame";"Crevette => Asie
Oeuf => UE des 15
Porc => UE
Boeuf => UE
Poulet => UE
Poisson => Asie";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant  10 minutes en fonction des produits.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLATEAUX ASIATIQUES AUC.FR 1X1240G";3254566584529;79977;1;"eau, sucre, nuoc mam 14% (anchois, sel), vinaigre d\'alcool, sel";"Crustacé - Oeuf - Gluten - Poisson - Sulfites - Soja - Moutarde
Traces possibles de lait, mollusque, céleri, sésame";"Crevette => Asie
Oeuf => UE des 15
Porc => UE
Boeuf => UE
Poulet => UE
Poisson => Asie";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant  10 minutes en fonction des produits.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLATEAU ESPAGNOL TRFE 4X280G";3366760030662;79979;4;"Oignon 26.8%, eau, pomme de terre 19.7%, OEUF entier poudre, fécule de manioc, huile de tournesol, protéine et amidon de BLE (dont SULFITES), sel, poivre.";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;200410990;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLATEAU ESPAGNOL TRFE 4X280G";3366760030662;79979;4;"Purée de pomme de terre 22.4% (pomme de terre, eau, émulsifiant : E471), emmental 21% (LAIT de vache pasteurisé, ferments lactiques, coagulant, sel), CREME(stabilisant : E407), oignon, poivron rouge, huile de tournesol, protéine et amidon de BLE (dont SULFITES), olive verte 5.5%, farine de BLE, olive noire 5%, OEUF entier poudre, blanc d'OEUF poudre, poudres à lever : E450 et E500 (dont BLE), sel, poivre.";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;200410990;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLATEAU ESPAGNOL TRFE 4X280G";3366760030662;79979;4;"Pomme de terre 35.4%, oignon, coulis de tomate (tomate, huile de tournesol, oignon, sucre, sel, basilic), vin blanc 6% (dont SULFITES), protéine et amidon de BLE (dont SULFITES), MOUTARDE de Dijon 5.5% (eau, graines de MOUTARDE, vinaigre, sel, acidifiant E330 , conservateur E224 SULFITES), concentré de tomate, huile d'olive, oignon déhsydraté, sucre, sel, persil, paprika, piment, Herbes de Provence. Huile de tournesol";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;200410990;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLATEAU ESPAGNOL TRFE 4X280G";3366760030662;79979;4;"Eau, sucre, oignons, concentre de tomates, amidon modifie de pomme de terre, vinaigre d'alcool , sel , puree de piments 1,68% (piments, vinaigre, sel), acidifiant : E330, conservateur: E202, arome naturel. ";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;200410990;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"RAV PORC AUC.FR 1X680G";3254566581245;79980;1;"eau, sucres, vinaigre, ananas, poivron, amidon modifié de maïs, huile de tournesol, sel,  acidifiant : E330, épices : curry (dont moutarde) et gingembre, stabilisants : E412, E415";"Soja - Gluten - Sésame - Oeuf
Traces possibles de crustacé, poisson, moutarde";"Porc -> France
Oeuf -> UE des 15";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant  10 minutes en fonction des produits
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"RAV PORC AUC.FR 1X680G";3254566581245;79980;1;"Galette 44.8% (eau, farine de blé, huile de tournesol, blanc d\'œuf poudre, sel, émulsifiant : lécithine de colza), viande de porc 18.9%, oignon, vermicelles de pois réhydratés, carotte, gras de porc 3.1%, sauce soja (saumure de sel, tourteaux de soja, farine de blé), farine de soja, champignons noirs réhydratés, ciboulette, ail, sucre, huile de sésame, sel, poivre blanc.";"Soja - Gluten - Sésame - Oeuf
Traces possibles de crustacé, poisson, moutarde";"Porc -> France
Oeuf -> UE des 15";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant  10 minutes en fonction des produits
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"6 RAV CREV 25G AUC.FR 1X680G";3254566581733;79981;1;"Galette de blé 34.5% (eau, farine de blé 35%, huile de tournesol, blanc d\'oeuf poudre, sel, émulsifiant : lécithine de colza), crevette 17.6%, colin d\'Alaska, châtaigne d\'eau, oignon, carotte, courgette, farine de soja, poivron rouge, fécule de manioc, sauce poisson (anchois, sel, sucre), coriandre, citronnelle 1.1%, sucre, sel, gingembre, piment.";"Crustacé - Poisson - Soja - Gluten - Oeuf
Traces possibles de sésame et moutarde";"Crevette -> Asie
Colin d'Alaska -> Russie / Etats Unis
Sauce poisson -> Asie
Oeuf -> UE des 15";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant  10 minutes en fonction des produits
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"6 RAV CREV 25G AUC.FR 1X680G";3254566581733;79981;1;"eau, sucres, vinaigre, ananas, poivron, amidon modifié de maïs, huile de tournesol, sel,  acidifiant : E330, épices : curry (dont moutarde) et gingembre, stabilisants : E412, E415";"Crustacé - Poisson - Soja - Gluten - Oeuf
Traces possibles de sésame et moutarde";"Crevette -> Asie
Colin d'Alaska -> Russie / Etats Unis
Sauce poisson -> Asie
Oeuf -> UE des 15";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant  10 minutes en fonction des produits
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ASIA AUC.FR 1X720G";3254566584475;79982;1;"Crevette 40%, eau, fécule de pomme de terre, farine de blé, huile de tournesol, poudres levantes (E450i, E500ii, blé), amidon de blé, amidon modifié de pomme de terre, sel, sucre, œuf entier oudre, épaississants (E412, E407, E415), curcuma";"Crustacé - Oeuf - Gluten - Poisson - Sulfites - Soja - Moutarde
Traces possibles de lait, mollusque et céleri";"Crevette => Asie
Oeuf => UE des 15
Porc => UE
Boeuf => UE
Poisson => Asie";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant enviton 10 minutes.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ASIA AUC.FR 1X720G";3254566584475;79982;1;"Galette (eau, farine de riz, huile de tournesol, sel), viande de porc 15.2%, oignon, vermicelles de pois réhydratés, carotte, protéine de soja, gras de porc 2.5%, champignons noirs réhydratés, germes de haricot mungo, chapelure (farine de blé, sel), arôme (dont gluten), sel, caramel (sucre, eau, sirop de glucose et fructose), poivre.";"Crustacé - Oeuf - Gluten - Poisson - Sulfites - Soja - Moutarde
Traces possibles de lait, mollusque et céleri";"Crevette => Asie
Oeuf => UE des 15
Porc => UE
Boeuf => UE
Poisson => Asie";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant enviton 10 minutes.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ASIA AUC.FR 1X720G";3254566584475;79982;1;"Chair de morue 35%, oignon 19%, farine de blé, huile de tournesol, eau, fécule de manioc, protéine et amidon de blé (dont sulfites), persil, blanc d\'œuf poudre, ail, poudres à lever (E450i et E500ii), sel, poivron rouge, piment fort.";"Crustacé - Oeuf - Gluten - Poisson - Sulfites - Soja - Moutarde
Traces possibles de lait, mollusque et céleri";"Crevette => Asie
Oeuf => UE des 15
Porc => UE
Boeuf => UE
Poisson => Asie";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant enviton 10 minutes.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ASIA AUC.FR 1X720G";3254566584475;79982;1;"Galette 33.3% (eau, farine de blé, huile de tournesol, blanc d\'oeuf poudre, sel, émulsifiant : lécithine de colza), viande de bœuf 23.3%, oignon 7.6%, carotte 6.6%, coulis de tomate 6% (tomate, huile de tournesol, oignon, sucre, sel, basilic), vermicelles de pois réhydratés, châtaigne d\'eau 4.6%, farine de soja, champignons noirs réhydratés 2.6%, huile de tournesol, coriandre, fécule de manioc, ail, sel, arôme naturel (dont gluten), sucre, eau.";"Crustacé - Oeuf - Gluten - Poisson - Sulfites - Soja - Moutarde
Traces possibles de lait, mollusque et céleri";"Crevette => Asie
Oeuf => UE des 15
Porc => UE
Boeuf => UE
Poisson => Asie";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant enviton 10 minutes.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ASIA AUC.FR 1X720G";3254566584475;79982;1;"Eau, sucres, vinaigre d\'alcool, ananas, poivron rouge, amidon modifié de maïs, huile de tournesol, sel, acidifiant : acide citrique, épices : curry (dont moutarde), gingembre, stabilisants : gomme de guar, gomme xanthane";"Crustacé - Oeuf - Gluten - Poisson - Sulfites - Soja - Moutarde
Traces possibles de lait, mollusque et céleri";"Crevette => Asie
Oeuf => UE des 15
Porc => UE
Boeuf => UE
Poisson => Asie";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant enviton 10 minutes.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ASIA AUC.FR 1X720G";3254566584475;79982;1;"eau, sucre, nuoc mam 14% (anchois, sel), vinaigre d\'alcool, sel";"Crustacé - Oeuf - Gluten - Poisson - Sulfites - Soja - Moutarde
Traces possibles de lait, mollusque et céleri";"Crevette => Asie
Oeuf => UE des 15
Porc => UE
Boeuf => UE
Poisson => Asie";16;;"Au four : Préchauffer le four 10 minutes à 200°C (th 7). 
Placer les produits dans un plat au  four et réchauffer pendant enviton 10 minutes.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ITALIEN AUC.FR 1X560G";3366760031546;79983;1;"Mozzarella 21% (lait de vache pasteurisé, sels, ferments lactiques, coagulant , correcteur d\'acidité, antiagglomérant : amidon de pomme de terre), riz 15.5%, eau, crème (stabilisant E407), champignon 9.5% (bolet, cèpes, pholiote, pleurotte, lactaire), huile de tournesol, échalotte, vin blanc (dont sulfites), chapelure (farine de blé, sel), fécule de manioc, œuf entier poudre, sel, poivre blanc.";"Gluten - Oeuf - Lait - Sulfites";"Oeuf => UE des 15
Mozzarella => France - Europe - Etats Unis
Crème => France - Asie - Amérique du Sud - Atlantique Nord
Lait => France
Emmental => UE";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 min. Les déguster croustillants.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ITALIEN AUC.FR 1X560G";3366760031546;79983;1;"Semoule de blé dur 24%, eau, crème (stabilisant : E407), emmental 14% (lait de vache pasteurisé, ferments lactiques, coagulant, se), lait 1/2 écrémé, huile de tournesol, fécule de manioc, œuf entier poudre, sel, poivre, curcuma, muscade.";"Gluten - Oeuf - Lait - Sulfites";"Oeuf => UE des 15
Mozzarella => France - Europe - Etats Unis
Crème => France - Asie - Amérique du Sud - Atlantique Nord
Lait => France
Emmental => UE";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 min. Les déguster croustillants.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ITALIEN AUC.FR 1X560G";3366760031546;79983;1;"Farine de froment, eau, tomates, mozzarella, pesto 6% (huile de colza, basilic, sel, matière grasse végétale, sucre, ail, turmeric, arôme), huile de colza, sel, levure, semoule de blé dur, gluten de blé, extrait de malt (orge), farine de blé malté, gluten de blé, herbes, sucre, épices, poivre noir.";"Gluten - Oeuf - Lait - Sulfites";"Oeuf => UE des 15
Mozzarella => France - Europe - Etats Unis
Crème => France - Asie - Amérique du Sud - Atlantique Nord
Lait => France
Emmental => UE";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 min. Les déguster croustillants.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU TEX MEX AUC.FR 1X560G";3366760031553;79984;1;"Galette (eau, farine de blé, huile de tournesol, blanc d\'œuf poudre, sel, curcuma, émulsifiant : lécithine de colza), oignon, haricot rouge 12.8% (haricot rouge, eau, sel), viande de bœuf 6.1%, coulis de tomate 5.8% (tomate, huile de tournesol, oignon, sucre, sel, basilic), poivron rouge 4.6%, protéine et amidon de blé (dont sulfites), huile de tournesol, fécule de manioc, paprika, ail, persil, sel, cumin, arôme (dont blé), piment, poivre blanc.";"Gluten - Oeuf - Sulfites - Lait";"Oeuf => UE des 15
Boeuf => France
Poulet => Europe
Cheddar => UE - Amérique du Sud - Afrique
Porc => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four. 
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU TEX MEX AUC.FR 1X560G";3366760031553;79984;1;"Galette (eau, farine de blé, huile de tournesol, blanc d\'œuf poudre, arôme naturel, sel, paprika, émulsifiant : lécithine de colza), viande de cuisse de poulet 18.5%, cheddar 18.5% (cheddar 50%, fromages, beurre, amidon modifiés, protéines de lait, lactosérum, sels, émulsifiants E331 etE452, gélifiant E407, arôme naturel, sel, colorant naturel E160b), oignon, poivron rouge, ail, huile de tournesol, ail, protéine et amidon de blé, fécule de manioc, sel, cumin, paprika, coriandre, poivre blanc.";"Gluten - Oeuf - Sulfites - Lait";"Oeuf => UE des 15
Boeuf => France
Poulet => Europe
Cheddar => UE - Amérique du Sud - Afrique
Porc => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four. 
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU TEX MEX AUC.FR 1X560G";3366760031553;79984;1;"Galette (farine de blé, eau, huile de tournesol, jaune d\'œuf en poudre, sel, dextrose, poudres à lever : E450i, E500i (amidon de froment, sulfites)), viande et gras de porc 19.7%, tomate concassée (tomate, jus de tomate, acidifiant : acide citrique), oignon, haricots rouges précuits (eau, haricot rouge, sel), farine de blé, marinade (concentré de tomate, fructose, eau, vinaigre d’alcool, arômes et arôme de fumée, oignon grillé, sel 2%, conservateurs : E325-E270, coriandre, épaississant : E410, colorant : E160c, cumin, poivre, curcuma, thym, girofle, acidifiant : E330), amidon transformé de pomme de terre (E1414), oignon déshydraté, sel, piment fort.";"Gluten - Oeuf - Sulfites - Lait";"Oeuf => UE des 15
Boeuf => France
Poulet => Europe
Cheddar => UE - Amérique du Sud - Afrique
Porc => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four. 
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU TEX MEX AUC.FR 1X560G";3366760031553;79984;1;"eau, concentré de tomate 18.5%, tomate pelée concassée 10%, oignon, poivron vert, vinaigre d\'alcool, sucre, amidon transformé de pomme de terre, sel, coriandre, jus concentré de citron, cumin, piment conservateur E202 sorbate de potassium";"Gluten - Oeuf - Sulfites - Lait";"Oeuf => UE des 15
Boeuf => France
Poulet => Europe
Cheddar => UE - Amérique du Sud - Afrique
Porc => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four. 
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU BRESILIEN AUC.FR 1X560G";3366760031560;79985;1;"Emmental 36% (lait de vache pasteurisé, ferments lactiques, coagulant, sel), purée de pomme de terre (flocons de pomme de terre, eau, émulsifiant : E471), crème (stabilisant : E470), oignon, huile de tournesol, protéine et amidon de blé (dont sulfites), farine de blé, œuf entier poudre, poudres à lever : E450 et E500 (dont blé), blanc d'œuf poudre, sel, poivre blanc.";"Gluten - Oeuf - Poisson - Lait - Sulfites - Soja

Traces possibles de moutarde";"Emmental => UE
Crème => UE
Oeuf => UE des 15
Poulet => Europe";17;1602909900;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU BRESILIEN AUC.FR 1X560G";3366760031560;79985;1;"Galette (eau, farine de blé, huile de tournesol, blanc d'œuf poudre, sel, curcuma, émulsifiant : lécithine de colza), viande de cuisse de poulet 29.1%, oignon (dont huile de tournesol), peau de poulet rôtie au miel 12.7%, protéine de soja, coriandre, sel, poivre blanc.";"Gluten - Oeuf - Poisson - Lait - Sulfites - Soja

Traces possibles de moutarde";"Emmental => UE
Crème => UE
Oeuf => UE des 15
Poulet => Europe";17;1602909900;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU BRESILIEN AUC.FR 1X560G";3366760031560;79985;1;"Pulpe de morue 35%, oignon, farine de blé, huile de tournesol, eau, fécule de manioc, protéine et amidon de blé, persil, blanc d'œuf poudre, ail, poudres à lever : E450 et E500 (dont blé), sel, poivron rouge, piment.";"Gluten - Oeuf - Poisson - Lait - Sulfites - Soja

Traces possibles de moutarde";"Emmental => UE
Crème => UE
Oeuf => UE des 15
Poulet => Europe";17;1602909900;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU BRESILIEN AUC.FR 1X560G";3366760031560;79985;1;"Eau, concentré de tomate 18.5%, tomate pelée concassée 10%, oignon, poivron vert, vinaigre d'alcool, sucre, amidon transformé de pomme de terre, sel, coriandre, jus concentré de citron, cumin, piment conservateur E202 sorbate de potassium";"Gluten - Oeuf - Poisson - Lait - Sulfites - Soja

Traces possibles de moutarde";"Emmental => UE
Crème => UE
Oeuf => UE des 15
Poulet => Europe";17;1602909900;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ESPAGNOL AUC.FR 1X560G";3366760031539;79986;1;"Oignon 26.8%, eau, pomme de terre 19.7%, œuf entier poudre, fécule de manioc, huile de tournesol, protéine et amidon de blé (dont sulfites), sel, poivre.";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ESPAGNOL AUC.FR 1X560G";3366760031539;79986;1;"Purée de pomme de terre 22.4% (pomme de terre, eau, émulsifiant : E471), emmental 21% (lait de vache pasteurisé, ferments lactiques, coagulant, sel), crème (stabilisant : E407), oignon, poivron rouge, huile de tournesol, protéine et amidon de blé (dont sulfites), olive verte 5.5%, farine de blé, olive noire 5%, oeuf entier poudre, poudres à lever : E450 et E500 (dont blé), blanc d\'oeuf poudre, sel, poivre.";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ESPAGNOL AUC.FR 1X560G";3366760031539;79986;1;"Pomme de terre 35.4%, oignon, coulis de tomate (tomate, huile de tournesol, oignon, sucre, sel, basilic), vin blanc 6% (dont sulfites), protéine et amidon de blé (dont sulfites), moutarde de Dijon 5.5% (eau, graines de moutarde, vinaigre, sel, acidifiant E330 , conservateur E224 sulfites), concentré de tomate, huile d\'olive, oignon déhsydraté, sucre, sel, persil, paprika, piment, Herbes de Provence. Huile de tournesol";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ESPAGNOL AUC.FR 1X560G";3366760031539;79986;1;"Eau, concentré de tomate 18.5%, tomate pelée concassée 10%, oignon, poivron vert, vinaigre d\'alcool, sucre, amidon transformé de pomme de terre, sel, coriandre, jus concentré de citron, cumin, piment conservateur E202 sorbate de potassium";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"ROUL.PRINT CRABE FECAS 4X200G";3366760030655;79990;4;"Ingrédients : Rouleaux de printemps (2x80g) : Galette 31,3% (tapioca, riz, eau, sel), chair de CRABE 23,5%, eau, carottes (carotte, eau, vinaigre d'alcool, sel), salade, germes de haricot mungo (germes de haricot mungo, eau, sucre, sel, acidifiant : acide tartrique, antioxydants : acide ascorbique, DISULFITE de sodium), vermicelle de pois réhydraté, gingembre, ciboulette, arôme naturel, jus de citron concentré, citronnelle, huile de SESAME, amidon transformé de pomme de terre, épaississant : gomme xanthane, sel.
Sauce au soja (2x20g) : eau, sauce SOJA 35% (grains de SOJA, sel, farine de BLE), sucre, citron concentré, épaississants : gomme de guar, gomme xanthane.
Traces possibles de poisson, mollusque, lait, oeuf.";"Soja, blé, sulfites, Scrustacés, sésame.";"Chair de crabe : Corée du sud, Ecosse
";8;1605100098;"Les rouleaux de printemps se dégustent frais, trempés dans la sauce soja.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"ROUILLE SETOISE AUC.FR 1X1KG";3366760031584;79991;1;;;;14;2005208000;"Au four à  micro-ondes : 
Servir une portion dans une assiette et réchauffer 2min à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLT ROTI RIZ LEG FECAS 4X300G";3366760029277;79992;4;"Ingrédients : Riz cuit 30% (eau, riz), haut de cuisse de poulet 30%, jus 13% (eau, préparation aromatique (arôme naturel, colorants : caramel, curcumine, extrait de paprika), farine de BLÉ, ail en poudre, gélatine de porc, colorant : caramel ordinaire, épaississant : gomme xanthane), courgettes grillées 6%, poivrons rouges 4%, carottes 4%, girolles 3%, oignons préfrits (dont huile de tournesol), oignons grelots, huile de tournesol, gélatine de porc, sel, huile d’olive vierge extra, amidon transformé, basilic, persil, poivre.";Blé.;"Poulet : Europe.";14;1602323090;"Au four à micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2min30 à 850 W.
";122;513;4.5;1.0;12.0;1.4;8.1;1.00
"PAUP VEAU SCE TOMATE FECAS 4X300G";3366760028812;79993;4;"Ingrédients : Purée à l'écrasée de pommes de terre 50% (écrasée de pomme de terre 38%, eau, BEURRE, LAIT demi écrémé, ciboulette, sel, amidon transformé, curcuma),  paupiettes au veau 30% [viande et gras de veau 9,9%, viande de volaille 9,3%, protéines de SOJA réhydratées, eau, oignons, chapelure (farine de BLÉ, sel, levure), sel, sucre, épices et plantes aromatiques, arômes, antioxydant : ascorbate de sodium], sauce tomate 16,7% [tomate concassée 12% (tomate pelée concassée, purée de tomate), oignon préfrit (contient huile de tournesol), concentré de tomate 1%, vin blanc, huile d’olive vierge extra, pulpe d’ail, sucre, gélatine de porc, sel, persil, épaississant : gomme xanthane], tomate cerise 3,3%.";"Lait, blé, soja. ";"Paupiette : viandes : UE
Pomme de terre : UE";14;1602509500;"Au four à micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2min30 à 850W.";149;621;8.4;4.2;11.0;1.4;6.3;1.10
"LANGUE BOEUF SCE PIQ FECAS 4X300G";3366760029260;79994;4;"Ingrédients : Purée de pommes de terre 51,7% [eau, purée de pommes de terre déshydratée 7% (flocons de pommes de terre, poudre de lait entier, émulsifiant : mono et diglycérides d'acides gras, stabilisant : diphosphate disodique, antioxydant : anhydride sulfureux et palmitate d'ascorbyle, oléorésine de curcuma), crème fraîche 3%, lait entier en poudre, gélatine de porc, sel, pulpe d'ail, poivre, curcuma], langue de bœuf cuite 26,7%, sauce 18,3% [eau, préparation pour sauce aromatisée (tomate, poivron, arômes naturels, sel, maltodextrine, amidon, sucre, épice et aromates (oignon, ail, persil, piment), graisse de poulet, jus de citron déshydraté, épaississant : gomme xanthane), gélatine de porc, épaississant : gomme xanthane], cornichon 3,3% (cornichon, vinaigre d’alcool, sel, affermissant : chlorure de calcium, conservateur : disulfite de potassium).
";"Lait ";"Langue de boeuf : Brésil, Uruguay, Argentine";14;1602509500;"Au four à  micro-ondes : Percer l’opercule de quelques trous et faites réchauffer 2min30 à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
